atlas_id,region,region_name,site_code,location,lat_dmm,lon_dmm,lat,lon,species_codes,species,count_class,tidal_use,tidal_use_full,description
282,9,Eastern Bays (Boundary Bay to Port Gardner),09.23,Padilla Bay Area,48 28.84,122 29.20,48.48067,-122.48667,PV,Harbor Seal,<100,LOW,Low tide,Along channels in southeast Padilla Bay.
283,9,Eastern Bays (Boundary Bay to Port Gardner),09.23,Padilla Bay Area,48 28.56,122 28.99,48.476,-122.48317,PV,Harbor Seal,<100,LOW,Low tide,Along channels in southeast Padilla Bay. Nursery area.
284,9,Eastern Bays (Boundary Bay to Port Gardner),09.23,Padilla Bay Area,48 28.55,122 29.36,48.47583,-122.48933,PV,Harbor Seal,<100,LOW,Low tide,Along channels in southeast Padilla Bay. Nursery area.
285,9,Eastern Bays (Boundary Bay to Port Gardner),09.24,Padilla Bay Area,48 28.37,122 30.88,48.47283,-122.51467,PV,Harbor Seal,100-500,LOW,Low tide,Along channels east of Swinomish Slough in Padilla Bay.
286,9,Eastern Bays (Boundary Bay to Port Gardner),09.24,Padilla Bay Area,48 28.10,122 30.94,48.46833,-122.51567,PV,Harbor Seal,<100,LOW,Low tide,Along channels east of Swinomish Slough in Padilla Bay. Nursery area.
287,9,Eastern Bays (Boundary Bay to Port Gardner),09.24,Padilla Bay Area,48 29.03,122 30.80,48.48383,-122.51333,PV,Harbor Seal,<100,LOW,Low tide,Along channels east of Swinomish Slough in Padilla Bay. Nursery area.
288,9,Eastern Bays (Boundary Bay to Port Gardner),09.25,Padilla Bay Area,48 29.10,122 32.55,48.485,-122.5425,PV,Harbor Seal,<100,LOW,Low tide,Along channels west of Swinomish Slough in Padilla Bay. Nursery area.
289,9,Eastern Bays (Boundary Bay to Port Gardner),09.25,Padilla Bay Area,48 29.16,122 32.35,48.486,-122.53917,PV,Harbor Seal,<100,LOW,Low tide,Along channels west of Swinomish Slough in Padilla Bay. Nursery area.
290,9,Eastern Bays (Boundary Bay to Port Gardner),09.27,Fidalgo Bay,48 29.74,122 35.94,48.49567,-122.599,PV,Harbor Seal,<100,ALL,All tidal states,On log booms at mill on west side of Fidalgo Bay.
291,9,Eastern Bays (Boundary Bay to Port Gardner),09.27,Fidalgo Bay,48 29.89,122 35.06,48.49817,-122.58433,PV,Harbor Seal,100-500,ALL,All tidal states,On log booms anchored in middle of Fidalgo Bay.
292,9,Eastern Bays (Boundary Bay to Port Gardner),09.28,Similk Bay,48 26.45,122 33.44,48.44083,-122.55733,PV,Harbor Seal,<100,ALL,All tidal states,On log booms in Similk Bay.
293,9,Eastern Bays (Boundary Bay to Port Gardner),09.29,Seal Rocks,48 22.46,122 33.71,48.37433,-122.56183,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef area around Seal Rocks.
294,9,Eastern Bays (Boundary Bay to Port Gardner),09.30,N Skagit Bay,48 21.47,122 31.30,48.35783,-122.52167,PV,Harbor Seal,<100,LOW,Low tide,Along channels south of Goat Island in Skagit Bay.
295,9,Eastern Bays (Boundary Bay to Port Gardner),09.31,S Skagit Bay Area,48 17.09,122 23.03,48.28483,-122.38383,PV,Harbor Seal,<100,LOW,Low tide,Along channels off south arms of Skagit River in Skagit Bay. Nursery area.
296,9,Eastern Bays (Boundary Bay to Port Gardner),09.31,S Skagit Bay Area,48 17.83,122 24.53,48.29717,-122.40883,PV,Harbor Seal,<100,LOW,Low tide,Along channels off south arms of Skagit River in Skagit Bay. Nursery area.
297,9,Eastern Bays (Boundary Bay to Port Gardner),09.31,S Skagit Bay Area,48 17.53,122 24.17,48.29217,-122.40283,PV,Harbor Seal,<100,LOW,Low tide,Along channels off south arms of Skagit River in Skagit Bay. Nursery area.
298,9,Eastern Bays (Boundary Bay to Port Gardner),09.31,S Skagit Bay Area,48 17.10,122 24.22,48.285,-122.40367,PV,Harbor Seal,<100,LOW,Low tide,Along channels off south arms of Skagit River in Skagit Bay. Nursery area.
299,9,Eastern Bays (Boundary Bay to Port Gardner),09.31,S Skagit Bay Area,48 17.86,122 23.16,48.29767,-122.386,PV,Harbor Seal,<100,LOW,Low tide,Along channels off south arms of Skagit River in Skagit Bay. Nursery area.
300,9,Eastern Bays (Boundary Bay to Port Gardner),09.32,Skagit Bay/N of Point Brown,48 16.30,122 26.54,48.27167,-122.44233,PV,Harbor Seal,100-500,LOW,Low tide,On intertidal shoals north of Point Brown in Skagit Bay.
301,9,Eastern Bays (Boundary Bay to Port Gardner),09.33,Port Susan/Livingston Bay,48 13.33,122 25.87,48.22217,-122.43117,PV,Harbor Seal,<100,LOW,Low tide,Along channels in Livingston Bay.
302,9,Eastern Bays (Boundary Bay to Port Gardner),09.34,Port Susan/Livingston Bay,48 12.59,122 23.75,48.20983,-122.39583,PV,Harbor Seal,100-500,LOW,Low tide,Along channels of South Pass into Port Susan.
303,9,Eastern Bays (Boundary Bay to Port Gardner),09.34,Port Susan/Livingston Bay,48 12.03,122 23.32,48.2005,-122.38867,PV,Harbor Seal,<100,LOW,Low tide,Along channels off mouth of Stillaguamish River in Port Susan.
304,9,Eastern Bays (Boundary Bay to Port Gardner),09.35,Gedney Island marina,48 01.25,122 19.19,48.02083,-122.31983,PV,Harbor Seal,<100,ALL,All tidal states,On bargeand log boom breakwater at Gedney Island marina.
305,9,Eastern Bays (Boundary Bay to Port Gardner),09.36,Snohomish River log booms,48 02.61,122 12.34,48.0435,-122.20567,PV,Harbor Seal,<100,ALL,All tidal states,Log booms along Snohomish River.
306,9,Eastern Bays (Boundary Bay to Port Gardner),09.37,Everett Harbor Area,47 59.60,122 13.28,47.99333,-122.22133,"ZC,PV",California Sea Lion; Harbor Seal,100-500,ALL,All tidal states,Log booms at Port of Everett/Navy Homeport.
307,9,Eastern Bays (Boundary Bay to Port Gardner),09.38,Baby Island,48 05.98,122 31.56,48.09967,-122.526,PV,Harbor Seal,<100,LOW,Low tide,Beaches and intertidal areas around Baby Island.
308,9,Eastern Bays (Boundary Bay to Port Gardner),09.39,Penn Cove/Oak Harbor,48 16.07,122 37.37,48.26783,-122.62283,PV,Harbor Seal,<100,LOW,Low tide,Scattered intertidal rocks and reef areas near Oak Harbor.
309,9,Eastern Bays (Boundary Bay to Port Gardner),09.40,Everett Harbor Bouys,47 59.45,122 14.91,47.99083,-122.2485,ZC,California Sea Lion,<10,ALL,All tidal states,Everett Harbor bouy.
310,9,Eastern Bays (Boundary Bay to Port Gardner),09.40,Everett Harbor Bouys,47 58.84,122 14.70,47.98067,-122.245,ZC,California Sea Lion,,,,Everett Harbor bouy.
311,10,Puget Sound (Whidbey Island to Olympia),10.01,Liberty Bay/Poulsbo Marina,47 43.85,122 38.81,47.73083,-122.64683,PV,Harbor Seal,<100,ALL,All tidal states,On floats and log booms at the Poulsbo marina.
312,10,Puget Sound (Whidbey Island to Olympia),10.02,Blakely Rocks,47 35.68,122 28.76,47.59467,-122.47933,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas around Blakely Rocks.
313,10,Puget Sound (Whidbey Island to Olympia),10.03,Cutts Island,47 19.34,122 41.11,47.32233,-122.68517,PV,Harbor Seal,100-500,LOW,Low tide,On spit on north end of island.
314,10,Puget Sound (Whidbey Island to Olympia),10.04,Horsehead Bay Floats,47 17.45,122 41.08,47.29083,-122.68467,PV,Harbor Seal,<100,ALL,All tidal states,On floats and rafts in Horsehead Bay.
315,10,Puget Sound (Whidbey Island to Olympia),10.05,Wykoff Shoals,47 14.29,122 42.61,47.23817,-122.71017,PV,Harbor Seal,<100,LOW,Low tide,On intertidal areas around Wykoff Shoals.
316,10,Puget Sound (Whidbey Island to Olympia),10.06,Gertrude Island,47 12.95,122 39.61,47.21583,-122.66017,PV,Harbor Seal,500>,LOW,Low tide,Along beaches and intertidal areas around island. Nursery area.
317,10,Puget Sound (Whidbey Island to Olympia),10.07,Eagle Island Area,47 11.35,122 41.67,47.18917,-122.6945,PV,Harbor Seal,100-500,LOW,Low tide,On beach and shoals around Eagle Island.
318,10,Puget Sound (Whidbey Island to Olympia),10.07,Eagle Island Area,47 11.54,122 42.04,47.19233,-122.70067,ZC,California Sea Lion,<10,ALL,All tidal states,On green bouy west of Eagle Island.
319,10,Puget Sound (Whidbey Island to Olympia),10.08,Nisqually Delta Area,47 06.02,122 41.96,47.10033,-122.69933,PV,Harbor Seal,100-500,LOW,Low tide,Along channels at mouth of river during high tides.
320,10,Puget Sound (Whidbey Island to Olympia),10.08,Nisqually Delta Bouy,47 06.84,122 41.78,47.114,-122.69633,ZC,California Sea Lion,<10,ALL,All tidal states,On green bouy off Nisqually Delta.
321,10,Puget Sound (Whidbey Island to Olympia),10.09,Woodard Bay,47 08.32,122 50.29,47.13867,-122.83817,PV,Harbor Seal,100-500,ALL,All tidal states,On log booms in Woodard Bay (at old Weyerhauser site).
322,10,Puget Sound (Whidbey Island to Olympia),10.10,McMicken Island,47 14.78,122 51.83,47.24633,-122.86383,PV,Harbor Seal,<100,LOW,Low tide,Beach and intertidal areas around island.
323,10,Puget Sound (Whidbey Island to Olympia),10.11,Totten Inlet Area,47 07.99,123 01.12,47.13317,-123.01867,PV,Harbor Seal,<100,ALL,All tidal states,On rafts and floats on west side of inlet.
324,10,Puget Sound (Whidbey Island to Olympia),10.11,Totten Inlet Area,47 08.87,122 58.38,47.14783,-122.973,PV,Harbor Seal,<100,ALL,All tidal states,On rafts and log booms on east side of inlet.
325,10,Puget Sound (Whidbey Island to Olympia),10.11,Totten Inlet Area,47 08.99,122 58.03,47.14983,-122.96717,PV,Harbor Seal,<100,ALL,All tidal states,On log booms on east side of inlet.
326,10,Puget Sound (Whidbey Island to Olympia),10.11,Totten Inlet Area,47 08.05,123 00.17,47.13417,-123.00283,PV,Harbor Seal,<100,ALL,All tidal states,On rafts and net pens off Gallager Cove.
327,10,Puget Sound (Whidbey Island to Olympia),10.12,Budd Inlet Area,47 04.30,122 55.07,47.07167,-122.91783,PV,Harbor Seal,<100,ALL,All tidal states,On log booms on west side of Budd Inlet.
328,10,Puget Sound (Whidbey Island to Olympia),10.12,Budd Inlet Area,47 03.99,122 54.28,47.0665,-122.90467,PV,Harbor Seal,<100,ALL,All tidal states,On shoal area west of Priest Point State Park.
329,10,Puget Sound (Whidbey Island to Olympia),10.13,Eld Inlet Area,47 04.16,123 00.58,47.06933,-123.00967,PV,Harbor Seal,<100,ALL,All tidal states,On rafts and floats in Mud Bay.
330,10,Puget Sound (Whidbey Island to Olympia),10.13,Eld Inlet Area,47 05.84,122 58.94,47.09733,-122.98233,PV,Harbor Seal,<100,ALL,All tidal states,On rafts and floats on west side of Eld Inlet.
331,10,Puget Sound (Whidbey Island to Olympia),10.13,Eld Inlet Area,47 05.57,122 57.74,47.09283,-122.96233,PV,Harbor Seal,<100,ALL,All tidal states,On rafts and floats on east side of Eld Inlet.
332,10,Puget Sound (Whidbey Island to Olympia),10.13,Eld Inlet Area,47 05.80,122 57.45,47.09667,-122.9575,PV,Harbor Seal,<100,ALL,All tidal states,On rafts and float on east side of Eld Inlet.
333,10,Puget Sound (Whidbey Island to Olympia),10.14,Hammersly Inlet/Shelton,47 12.65,123 04.99,47.21083,-123.08317,PV,Harbor Seal,<100,ALL,All tidal states,On log booms off mill at Shelton.
334,10,Puget Sound (Whidbey Island to Olympia),10.14,Hammersly Inlet/Shelton,47 13.66,123 02.71,47.22767,-123.04517,PV,Harbor Seal,<100,ALL,All tidal states,On log booms in Chapman Bay.
335,10,Puget Sound (Whidbey Island to Olympia),10.15,Rosedale Beach Floats,47 20.17,122 39.63,47.33617,-122.6605,PV,Harbor Seal,<100,ALL,All tidal states,On rafts and floats off Rosedale.
336,10,Puget Sound (Whidbey Island to Olympia),10.16,Edmonds Wreck/Scuba Float,47 48.89,122 22.96,47.81483,-122.38267,"ZC,PV",California Sea Lion; Harbor Seal,<100,ALL,All tidal states,On rafts and floats north of ferry dock.
337,10,Puget Sound (Whidbey Island to Olympia),10.17,Bremerton/Dyes Inlet,47 35.45,122 40.90,47.59083,-122.68167,PV,Harbor Seal,<100,ALL,All tidal states,On rafts and floats in Dyes Inlet.
338,10,Puget Sound (Whidbey Island to Olympia),10.18,Commencement Bay,47 17.51,122 24.76,47.29183,-122.41267,"PV,ZC",Harbor Seal; California Sea Lion,<100,ALL,All tidal states,On bouys and floats in northeast Commencement Bay.
339,10,Puget Sound (Whidbey Island to Olympia),10.18,Commencement Bay,47 17.36,122 24.59,47.28933,-122.40983,PV,Harbor Seal,<100,ALL,All tidal states,On log booms in northeast Commencement Bay.
340,10,Puget Sound (Whidbey Island to Olympia),10.19,Shilshole Bay Area,47 41.11,122 24.38,47.68517,-122.40633,ZC,California Sea Lion,<10,ALL,All tidal states,On floats and bouys of Shilshole Bay jetty.
341,10,Puget Sound (Whidbey Island to Olympia),10.19,Shilshole Bay Area,47 40.69,122 24.67,47.67817,-122.41117,ZC,California Sea Lion,<100,ALL,All tidal states,On south tip of Shilshole Bay jetty.
342,10,Puget Sound (Whidbey Island to Olympia),10.20,NW McNeil Island Bouy,47 14.27,122 41.06,47.23783,-122.68433,ZC,California Sea Lion,<10,ALL,All tidal states,On white mooring bouy off northwest side of McNeil Island.
343,10,Puget Sound (Whidbey Island to Olympia),10.21,NE McNeil/Hyde Point Bouy,47 13.11,122 38.51,47.2185,-122.64183,ZC,California Sea Lion,<10,ALL,All tidal states,On white mooring bouy off Hyde Point on northeast side of McNeil Island.
344,10,Puget Sound (Whidbey Island to Olympia),10.22,Toliva Shoals Bouy,47 12.15,122 36.25,47.2025,-122.60417,"ZC,EJ",California Sea Lion; Steller Sea Lion,<10,ALL,All tidal states,On Toliva Shoals bouy.
345,10,Puget Sound (Whidbey Island to Olympia),10.23,Yellow ‘TC’ Bouy,47 19.42,122 27.35,47.32367,-122.45583,ZC,California Sea Lion,<10,ALL,All tidal states,On yellow ‘TC’ bouy off southeast Maury Island.
346,10,Puget Sound (Whidbey Island to Olympia),10.24,Yellow ‘TB’ Bouy,47 23.11,122 21.11,47.38517,-122.35183,ZC,California Sea Lion,<10,ALL,All tidal states,On yellow ‘TB’ bouy off Pt. Robinson.
347,10,Puget Sound (Whidbey Island to Olympia),10.25,Yellow ‘TA’ Bouy,47 26.87,122 24.11,47.44783,-122.40183,ZC,California Sea Lion,<10,ALL,All tidal states,On yellow ‘TA’ bouy off Three Tree Point.
348,10,Puget Sound (Whidbey Island to Olympia),10.26,Yellow ‘T’ Bouy,47 34.54,122 26.96,47.57567,-122.44933,ZC,California Sea Lion,<10,ALL,All tidal states,On yellow ‘T’ bouy off Alki Point.
349,10,Puget Sound (Whidbey Island to Olympia),10.27,West Point Bouy,47 39.60,122 26.21,47.66,-122.43683,ZC,California Sea Lion,<10,ALL,All tidal states,On green bouy just off West Point.
350,10,Puget Sound (Whidbey Island to Olympia),10.28,Yellow ‘SG’ Bouy,47 39.71,122 27.80,47.66183,-122.46333,ZC,California Sea Lion,<10,ALL,All tidal states,On yellow ‘SG’ bouy between West Point and Skiff Point.
351,10,Puget Sound (Whidbey Island to Olympia),10.29,Meadow Pt Bouy,47 41.80,122 24.46,47.69667,-122.40767,ZC,California Sea Lion,<10,ALL,All tidal states,On green Meadow Point bouy.
352,10,Puget Sound (Whidbey Island to Olympia),10.30,Yellow ‘SF’ Bouy,47 45.91,122 26.17,47.76517,-122.43617,ZC,California Sea Lion,<10,ALL,All tidal states,On yellow ‘SF’ bouy east of Jefferson Head.
353,10,Puget Sound (Whidbey Island to Olympia),10.31,Possession Point Bouy,47 53.84,122 23.05,47.89733,-122.38417,ZC,California Sea Lion,<10,ALL,All tidal states,On green bouy off Possession Point.
354,10,Puget Sound (Whidbey Island to Olympia),10.32,Scatchet Head Bouy,47 54.56,122 26.14,47.90933,-122.43567,ZC,California Sea Lion,<10,ALL,All tidal states,On red Scatchet Head bouy.
355,10,Puget Sound (Whidbey Island to Olympia),10.33,Yellow ‘SE’ Bouy,47 55.48,122 29.59,47.92467,-122.49317,ZC,California Sea Lion,<10,ALL,All tidal states,On yellow ‘SE’ bouy off Point No Point.
356,10,Puget Sound (Whidbey Island to Olympia),10.34,Double Bluff Bouy,47 57.98,122 33.12,47.96633,-122.552,ZC,California Sea Lion,<10,ALL,All tidal states,On green bouy off Double Bluff.
357,10,Puget Sound (Whidbey Island to Olympia),10.35,Yellow ‘SD’ Bouy,47 57.97,122 34.73,47.96617,-122.57883,ZC,California Sea Lion,<10,ALL,All tidal states,On yellow ‘SD’ bouy just north of Foulweather Bluff.
358,10,Puget Sound (Whidbey Island to Olympia),10.36,Foulweather Bluff Bouy,47 56.80,122 36.12,47.94667,-122.602,ZC,California Sea Lion,<10,ALL,All tidal states,On red bouy off Foulweather Bluff.
359,10,Puget Sound (Whidbey Island to Olympia),10.37,Yellow ‘SC’ Bouy,48 01.87,122 38.14,48.03117,-122.63567,ZC,California Sea Lion,<10,ALL,All tidal states,On yellow ‘SC’ bouy west of Bush Point.
360,10,Puget Sound (Whidbey Island to Olympia),10.38,Restoration Point Bouy,47 35.02,122 28.54,47.58367,-122.47567,ZC,California Sea Lion,<10,ALL,All tidal states,On red bouy off Restoration Point.
361,10,Puget Sound (Whidbey Island to Olympia),10.39,Rich Passage Bouy,47 34.07,122 31.28,47.56783,-122.52133,ZC,California Sea Lion,<10,ALL,All tidal states,On red ‘4’ bouy off Orchard Point.
362,10,Puget Sound (Whidbey Island to Olympia),10.39,Rich Passage Bouy,47 34.56,122 32.06,47.576,-122.53433,ZC,California Sea Lion,<10,ALL,All tidal states,On red bouy in Rich Passage.
363,11,San Juan Islands (Rosario Strait),11.01,Matia Island Area,48 44.96,122 50.03,48.74933,-122.83383,PV,Harbor Seal,<100,LOW,Low tide,On interti1dal ledges and reef areas along north side of island.
364,11,San Juan Islands (Rosario Strait),11.01,Matia Island Area,48 44.64,122 49.55,48.744,-122.82583,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas off east end of island.
365,11,San Juan Islands (Rosario Strait),11.02,Puffin Island Area,48 44.71,122 49.30,48.74517,-122.82167,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef area on west end of Puffin Island.
366,11,San Juan Islands (Rosario Strait),11.02,Puffin Island Area,48 44.74,122 49.22,48.74567,-122.82033,PV,Harbor Seal,<100,LOW,Low tide,On intertidal ledges on north side of Puffin Island. Nursery area.
367,11,San Juan Islands (Rosario Strait),11.03,Reef East of Puffin Island,48 44.64,122 48.95,48.744,-122.81583,PV,Harbor Seal,100-500,LOW,Low tide,On reef area just east of Puffin Island. Nursery area.
368,11,San Juan Islands (Rosario Strait),11.04,Lummi Island/Point Migley,48 44.90,122 42.96,48.74833,-122.716,PV,Harbor Seal,100-500,LOW,Low tide,On rocks and reef area off Point Migley.
369,11,San Juan Islands (Rosario Strait),11.05,Barnes Island,48 42.23,122 46.43,48.70383,-122.77383,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas on north end of island.
370,11,San Juan Islands (Rosario Strait),11.06,Clark Island,48 42.50,122 45.88,48.70833,-122.76467,PV,Harbor Seal,100-500,LOW,Low tide,On intertidal rocks and reef areas on north end of island.
371,11,San Juan Islands (Rosario Strait),11.07,The Sisters Area,48 41.51,122 45.53,48.69183,-122.75883,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas off southeast end of Barnes Island.
372,11,San Juan Islands (Rosario Strait),11.07,The Sisters Area,48 41.61,122 45.38,48.6935,-122.75633,PV,Harbor Seal,<100,LOW,Low tide,On intertidal area around The Sisters Rock (USFWS ID 47).
373,11,San Juan Islands (Rosario Strait),11.08,Little Sister,48 41.40,122 45.49,48.69,-122.75817,PV,Harbor Seal,<100,LOW,Low tide,On intertidal area around Little Sister Rock (USFWS ID 48).
374,11,San Juan Islands (Rosario Strait),11.09,Middle Peapod Rock,48 38.41,122 45.04,48.64017,-122.75067,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas around Middle Peapod Rock (USFWS ID 63).
375,11,San Juan Islands (Rosario Strait),11.10,North Peapod Rock,48 38.53,122 44.71,48.64217,-122.74517,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas around North Peapod Rock (USFWS ID 64).
376,11,San Juan Islands (Rosario Strait),11.11,South Peapod Rock,48 38.04,122 45.45,48.634,-122.7575,PV,Harbor Seal,100-500,LOW,Low tide,On intertidal rocks and reef areas around South Peapod Rock (USFWS ID 62).
377,11,San Juan Islands (Rosario Strait),11.12,Boulder Reef Area,48 38.11,122 41.35,48.63517,-122.68917,PV,Harbor Seal,100-500,LOW,Low tide,On intertidal rocks and reef area at Boulder Reef
378,11,San Juan Islands (Rosario Strait),11.13,Buckeye Shoal,48 37.44,122 43.72,48.624,-122.72867,PV,Harbor Seal,<100,LOW,Low tide,On intertidal reef area at Buckeye Shoal.
379,11,San Juan Islands (Rosario Strait),11.14,Cypress Reef,48 36.98,122 43.14,48.61633,-122.719,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and shoals at Cypress Reef.
380,11,San Juan Islands (Rosario Strait),11.15,Cone Island,48 35.54,122 40.69,48.59233,-122.67817,PV,Harbor Seal,<100,LOW,Low tide,On intertidal areas around Cone Islands.
381,11,San Juan Islands (Rosario Strait),11.16,"Sinclair Island, SE",48 36.77,122 39.41,48.61283,-122.65683,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas on southeast end of island.
382,11,San Juan Islands (Rosario Strait),11.17,Viti Island,48 37.96,122 37.26,48.63267,-122.621,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas around Viti Island (USFWS ID 66).
383,11,San Juan Islands (Rosario Strait),11.18,Black Rock,48 32.78,122 45.85,48.54633,-122.76417,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas around Black Rock.
384,11,San Juan Islands (Rosario Strait),11.19,Pointer Island,48 32.30,122 46.85,48.53833,-122.78083,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas around Pointer Island (USFWS ID 57).
385,11,San Juan Islands (Rosario Strait),11.20,Lawson Rock,48 31.87,122 47.24,48.53117,-122.78733,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas around Lawson Rock (USFWS ID 56).
386,11,San Juan Islands (Rosario Strait),11.21,Belle Rock,48 29.59,122 45.09,48.49317,-122.7515,PV,Harbor Seal,<100,LOW,Low tide,On intertidal areas around Belle Rock.
387,11,San Juan Islands (Rosario Strait),11.22,Bird Rocks,48 29.10,122 45.65,48.485,-122.76083,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas around south Bird Rocks (USFWS ID 80).
388,11,San Juan Islands (Rosario Strait),11.22,Bird Rocks,48 29.16,122 45.61,48.486,-122.76017,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas around middle Bird Rocks (USFWS ID 80).
389,11,San Juan Islands (Rosario Strait),11.22,Bird Rocks,48 29.23,122 45.56,48.48717,-122.75933,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef areas around north Bird Rocks (USFWS ID 80).
390,11,San Juan Islands (Rosario Strait),11.25,Burrows Island/West Side,48 29.03,122 42.72,48.48383,-122.712,PV,Harbor Seal,<100,LOW,Low tide,On intertidal ledges and reef area off the northwest side of island.
391,11,San Juan Islands (Rosario Strait),11.26,Allan Island/NW End,48 28.06,122 42.70,48.46767,-122.71167,PV,Harbor Seal,<100,LOW,Low tide,On intertidal rocks and reef area off the northwest side of island.
392,11,San Juan Islands (Rosario Strait),11.27,Williamson Rocks,48 26.99,122 42.28,48.44983,-122.70467,PV,Harbor Seal,100-500,LOW,Low tide,On intertidal ledges and reef areas around Williamson Rocks (USFWS ID 81). Nursery area.
393,11,San Juan Islands (Rosario Strait),11.28,Castle Rock Area,48 25.30,122 49.23,48.42167,-122.8205,PV,Harbor Seal,<100,LOW,Low tide,On scattered intertidal rocks and reef areas around Castle Rock area.
394,11,San Juan Islands (Rosario Strait),11.29,Colville Island,48 24.87,122 49.24,48.4145,-122.82067,PV,Harbor Seal,100-500,LOW,Low tide,On intertidal ledges and rocks on south side of Colville Island USFWS ID 82).
395,11,San Juan Islands (Rosario Strait),11.30,Aleck Bay Area,48 25.18,122 51.31,48.41967,-122.85517,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas off Aleck Bay.
396,11,San Juan Islands (Rosario Strait),11.30,Aleck Bay Area,48 25.11,122 50.81,48.4185,-122.84683,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reef areas around unnamed rock (USFWS ID 10) at entrance to Aleck Bay.
397,11,San Juan Islands (Rosario Strait),11.30,Aleck Bay Area,48 25.34,122 50.90,48.42233,-122.84833,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reef areas around unnamed rock (USFWS ID 11) at entrance to Aleck Bay.
398,11,San Juan Islands (Rosario Strait),11.31,Iceberg Point,48 25.21,122 53.42,48.42017,-122.89033,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reef areas just east of Iceberg Point.
399,11,San Juan Islands (Rosario Strait),11.31,Iceberg Point,48 25.12,122 53.08,48.41867,-122.88467,PV,Harbor Seal,<100,LOW,Low tide,Intertidal ledges and reef area east of Iceberg Point (USFWS ID 14).
400,11,San Juan Islands (Rosario Strait),11.32,Iceberg Point,48 25.18,122 52.00,48.41967,-122.86667,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around unnamed rocks in bay east of Iceberg Point.
401,11,San Juan Islands (Rosario Strait),11.33,Iceberg Island,48 25.66,122 53.30,48.42767,-122.88833,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around Iceberg Island.
402,11,San Juan Islands (Rosario Strait),11.34,Kellett Ledge,48 27.03,122 47.52,48.4505,-122.792,PV,Harbor Seal,<100,LOW,Low tide,On intertidal reef areas around Kellett Ledge.
403,11,San Juan Islands (Rosario Strait),11.35,Spindle Rock/N Blakely Island,48 35.30,122 47.96,48.58833,-122.79933,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around Spindle Rock.
404,11,San Juan Islands (Rosario Strait),11.36,Lummi Rocks,48 40.24,122 39.94,48.67067,-122.66567,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reef areas around Lummi Rocks.
405,11,San Juan Islands (Rosario Strait),11.37,Vendovi Island,48 37.02,122 36.66,48.617,-122.611,PV,Harbor Seal,100-500,LOW,Low tide,Intertidal rocks and reef areas off northwest side of island.
406,12,San Juan Islands (San Juan Channel),12.01,Hall Island Area,48 26.12,122 54.65,48.43533,-122.91083,PV,Harbor Seal,<100,LOW,Low tide,Intertidal rocks and reefs around Hall Island (USFWS ID 15).
407,12,San Juan Islands (San Juan Channel),12.02,Rock NW of Hall Island,48 26.16,122 54.81,48.436,-122.9135,PV,Harbor Seal,<100,LOW,Low tide,Rock (USFWS ID 16) and intertidal reef area northwest of Hall Island.
408,12,San Juan Islands (San Juan Channel),12.03,Secar Rock,48 26.29,122 54.33,48.43817,-122.9055,PV,Harbor Seal,<100,LOW,Low tide,"On intertidal areas around Secar Rock (USFWS ID 17), east of Charles Island."
409,12,San Juan Islands (San Juan Channel),12.04,Rocks E of Charles Island,48 26.45,122 54.07,48.44083,-122.90117,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around rock (USFWS ID 18) and reef east of Charles Island.
410,12,San Juan Islands (San Juan Channel),12.05,SE of Long Island,48 26.32,122 54.98,48.43867,-122.91633,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around rock (USFWS ID 19) southeast of Long Island.
411,12,San Juan Islands (San Juan Channel),12.06,Reef S of Long Island,48 26.27,122 55.52,48.43783,-122.92533,PV,Harbor Seal,<100,LOW,Low tide,Intertidal areas around reef south of Long Island.
